emp_id,first_name,last_name,date_of_birth,age,age_group,start_date,exit_date,title,supervisor,email,business_unit,employee_status,employee_type,payzone,employee_classification_type,termination_type,department_type,division,state,job_description,gender,race_description,marital_status,performance_score,current_employee_rating
2830,Leslie,Maynard,1994-05-26,31,Ages 20-35,2022-06-30,2023-02-03,Production Technician I,Nathan Johnson,leslie.maynard@bilearner.com,NEL,Active,Full-Time,Zone B,Part-Time,Resignation,Production       ,General - Eng,MA,Administrative,Male,White,Married,Fully Meets,1
2831,Craig,Sherman,1952-04-29,73,Above 70,2021-07-28,,Production Technician I,Philip Morris,craig.sherman@bilearner.com,PL,Active,Full-Time,Zone C,Full-Time,Unknown,Production       ,Aerial,MA,Lineman,Male,White,Widowed,Fully Meets,2
2832,Lilyana,Huffman,1975-01-03,50,Ages 36-55,2021-11-21,,Production Technician I,Felicia Gomez,lilyana.huffman@bilearner.com,BPC,Active,Contract,Zone C,Full-Time,Unknown,Production       ,Field Operations,MA,Laborer,Male,White,Married,Fully Meets,5
2833,Jacey,Reeves,1989-03-25,36,Ages 36-55,2020-10-12,,Production Technician I,Sandy Wilson,jacey.reeves@bilearner.com,CCDR,Active,Contract,Zone A,Full-Time,Unknown,Production       ,General - Con,MA,Laborer,Male,Asian,Married,Fully Meets,2
2834,Madyson,Silva,1943-11-16,81,Above 70,2018-10-02,2020-09-17,Production Technician I,Bonnie Bell,madyson.silva@bilearner.com,SVG,Active,Full-Time,Zone A,Full-Time,Involuntary,Production       ,General - Con,MA,Technician,Female,Asian,Divorced,Fully Meets,5
2835,Liberty,Poole,1995-04-11,30,Ages 20-35,2021-07-17,2023-02-27,Production Technician I,Jonathan Stephens,liberty.poole@bilearner.com,EW,Active,Contract,Zone C,Part-Time,Resignation,Production       ,Engineers,MA,Project Manager,Female,White,Divorced,Fully Meets,5
2836,Antonio,Romero,1988-10-07,36,Ages 36-55,2022-04-13,,Production Technician I,Michael Horton,antonio.romero@bilearner.com,MSC,Active,Contract,Zone C,Part-Time,Unknown,Production       ,Catv,MA,Lineman,Female,Black,Divorced,Fully Meets,2
2837,Jaylen,Butler,1944-07-10,80,Above 70,2021-03-20,2023-02-18,Production Technician I,Eric Young,jaylen.butler@bilearner.com,TNS,Active,Part-Time,Zone C,Temporary,Involuntary,Production       ,Splicing,MA,Intern,Male,Asian,Single,Fully Meets,4
2838,Gloria,Marks,1945-05-13,80,Above 70,2021-09-09,2021-11-05,Production Technician I,Michele Young,gloria.marks@bilearner.com,PYZ,Active,Part-Time,Zone A,Temporary,Voluntary,Production       ,General - Sga,MA,Director,Male,Black,Single,Fully Meets,5
2839,Jaylee,Cunningham,1969-09-06,55,Ages 36-55,2019-12-06,2022-03-28,Production Technician I,Karen Espinoza,jaylee.cunningham@bilearner.com,WBL,Active,Part-Time,Zone C,Part-Time,Voluntary,Production       ,General - Con,MA,Foreman,Male,Black,Married,Fully Meets,1
2840,Jordon,Wyatt,2000-04-29,25,Ages 20-35,2023-04-26,2023-05-19,Production Technician I,Yvonne Reilly,jordon.wyatt@bilearner.com,NEL,Active,Contract,Zone B,Part-Time,Voluntary,Production       ,Fielders,MA,Engineer,Male,Hispanic,Divorced,Fully Meets,2
2841,Darien,Doyle,1961-10-14,63,Ages 56-70,2019-04-06,,Production Technician I,David Ball,darien.doyle@bilearner.com,PL,Active,Contract,Zone B,Temporary,Unknown,Production       ,General - Con,MA,Foreman,Male,Hispanic,Married,Fully Meets,5
2842,Ryan,Rollins,1965-07-16,59,Ages 56-70,2020-10-19,2023-02-28,Production Technician I,Dr. Terry Young,ryan.rollins@bilearner.com,BPC,Voluntarily Terminated,Part-Time,Zone B,Temporary,Voluntary,Production       ,General - Con,MA,Laborer,Female,Black,Widowed,Fully Meets,1
2843,Manuel,Haley,1942-12-02,82,Above 70,2021-11-22,,Production Technician II,Raymond Johnson,manuel.haley@bilearner.com,SVG,Active,Full-Time,Zone C,Temporary,Unknown,Production       ,General - Con,MA,Technician,Male,Black,Married,Fully Meets,1
2844,Litzy,Lloyd,1942-09-07,82,Above 70,2020-12-30,2023-07-25,Production Technician II,Anthony Saunders,litzy.lloyd@bilearner.com,TNS,Leave of Absence,Contract,Zone A,Part-Time,Retirement,Production       ,Engineers,MA,Technician,Male,Asian,Widowed,Fully Meets,5
2845,Jett,York,1979-06-18,45,Ages 36-55,2020-09-03,,Production Technician II,Nancy Newman,jett.york@bilearner.com,WBL,Active,Full-Time,Zone B,Part-Time,Unknown,Production       ,General - Con,MA,Foreman,Female,White,Single,Fully Meets,4
2846,Natalia,Bush,1955-09-02,69,Ages 56-70,2019-10-14,2022-08-19,Production Technician II,Robin Jones,natalia.bush@bilearner.com,BPC,Voluntarily Terminated,Contract,Zone C,Full-Time,Resignation,Production       ,Wireless,MA,Technician,Female,White,Divorced,Fully Meets,5
2847,Mallory,Carey,1966-06-26,58,Ages 56-70,2021-02-19,2021-09-18,Production Technician II,Jessica Saunders,mallory.carey@bilearner.com,CCDR,Future Start,Part-Time,Zone C,Full-Time,Involuntary,Production       ,Underground,MA,Laborer,Female,Black,Married,Fully Meets,2
2848,Pierre,Tate,1946-01-28,79,Above 70,2022-03-13,2022-09-02,Production Technician I,Willie Compton,pierre.tate@bilearner.com,BPC,Terminated for Cause,Full-Time,Zone A,Temporary,Involuntary,Production       ,Project Management - Con,MA,Project Manager,Male,White,Single,Exceeds,1
2849,Shannon,Hurst,1949-07-27,75,Above 70,2018-10-02,,Production Technician I,Andrew Thomas,shannon.hurst@bilearner.com,CCDR,Active,Part-Time,Zone C,Full-Time,Unknown,Production       ,General - Con,MA,Technician,Male,Hispanic,Single,Fully Meets,5
2850,Carleigh,Schultz,1972-07-29,52,Ages 36-55,2022-10-06,2022-10-16,Production Technician I,Victoria Williams,carleigh.schultz@bilearner.com,EW,Active,Full-Time,Zone C,Part-Time,Retirement,Production       ,General - Con,MA,Technician,Male,Hispanic,Divorced,Exceeds,1
2851,Rihanna,Briggs,1967-03-05,58,Ages 56-70,2020-09-21,,Production Technician I,Stephanie Gonzalez,rihanna.briggs@bilearner.com,MSC,Active,Full-Time,Zone B,Part-Time,Unknown,Production       ,Field Operations,MA,Construction Manager,Male,Black,Divorced,Fully Meets,4
2852,Eden,Levy,1946-11-20,78,Above 70,2021-12-06,,Production Technician I,Brianna Butler,eden.levy@bilearner.com,NEL,Active,Part-Time,Zone C,Temporary,Unknown,Production       ,Field Operations,MA,Laborer,Male,Other,Widowed,Fully Meets,1
2853,Nathanial,Davis,1994-04-06,31,Ages 20-35,2022-11-16,2023-03-21,Production Technician I,Donald Hamilton,nathanial.davis@bilearner.com,PL,Terminated for Cause,Contract,Zone B,Part-Time,Voluntary,Production       ,General - Con,MA,Operator,Male,Other,Widowed,Needs Improvement,5
2854,Eileen,Beard,1945-12-18,79,Above 70,2022-08-02,2023-07-27,Production Technician I,Amber Adams,eileen.beard@bilearner.com,PYZ,Active,Part-Time,Zone A,Full-Time,Resignation,Production       ,Executive,MA,Executive,Female,Hispanic,Married,Needs Improvement,2
2855,Kale,Potter,1979-02-18,46,Ages 36-55,2022-01-19,,Production Technician I,Michael Armstrong,kale.potter@bilearner.com,SVG,Active,Part-Time,Zone C,Full-Time,Unknown,Production       ,Field Operations,MA,Clerk,Female,Black,Single,Needs Improvement,4
2856,Sage,Boyer,1952-08-16,72,Above 70,2022-04-09,,Production Technician I,Thomas Lewis,sage.boyer@bilearner.com,TNS,Active,Full-Time,Zone A,Temporary,Unknown,Production       ,Sales & Marketing,MA,Director,Female,White,Married,Needs Improvement,5
2857,Dane,Owens,1974-11-01,50,Ages 36-55,2019-07-19,2022-08-08,Production Technician I,Christina Young,dane.owens@bilearner.com,WBL,Active,Full-Time,Zone A,Part-Time,Involuntary,Production       ,General - Con,MA,Laborer,Male,White,Single,Fully Meets,2
2858,Colin,Simpson,1974-01-14,51,Ages 36-55,2021-09-02,2022-11-14,Production Technician I,Kayla Chavez,colin.simpson@bilearner.com,BPC,Active,Full-Time,Zone C,Temporary,Retirement,Production       ,Engineers,MA,Engineer,Male,Other,Married,Fully Meets,5
2859,Rachel,Buckley,1945-03-07,80,Above 70,2019-02-01,,Production Technician I,Tracey Turner,rachel.buckley@bilearner.com,CCDR,Active,Full-Time,Zone C,Part-Time,Unknown,Production       ,Field Operations,MA,Engineer,Male,Other,Divorced,Needs Improvement,2
2860,Maria,Cameron,1961-10-31,63,Ages 56-70,2023-04-13,2023-05-26,Production Technician I,Michelle Murphy,maria.cameron@bilearner.com,EW,Active,Part-Time,Zone C,Part-Time,Voluntary,Production       ,General - Con,MA,Laborer,Male,Black,Married,Fully Meets,2
2861,Judith,Savage,1986-07-13,38,Ages 36-55,2018-10-06,,Production Technician I,Sharon Jones,judith.savage@bilearner.com,MSC,Active,Full-Time,Zone C,Full-Time,Unknown,Production       ,General - Con,MA,Technician,Male,White,Widowed,Fully Meets,2
2862,Randall,West,1943-07-14,81,Above 70,2020-03-24,2022-03-24,Production Technician II,Tony Spears,randall.west@bilearner.com,SVG,Active,Part-Time,Zone B,Part-Time,Voluntary,Production       ,Engineers,MA,Engineer,Male,Other,Single,Fully Meets,4
2863,Caitlin,Palmer,1943-12-09,81,Above 70,2021-10-08,,Production Technician II,April Sutton,caitlin.palmer@bilearner.com,EW,Active,Full-Time,Zone B,Temporary,Unknown,Production       ,Yard (Material Handling),MA,Coordinator,Male,Other,Widowed,Needs Improvement,4
2864,Luke,Heath,1995-12-26,29,Ages 20-35,2022-05-16,,Production Technician II,Jeffrey Robinson,luke.heath@bilearner.com,MSC,Active,Part-Time,Zone B,Full-Time,Unknown,Production       ,Field Operations,MA,Technician,Male,Asian,Single,Fully Meets,2
2865,Esperanza,Horne,1969-08-27,55,Ages 36-55,2022-05-10,2022-10-17,Production Technician II,Jeremy Frey,esperanza.horne@bilearner.com,TNS,Voluntarily Terminated,Part-Time,Zone C,Part-Time,Voluntary,Production       ,General - Con,MA,Foreman,Female,White,Divorced,Fully Meets,1
2866,Jadon,Mata,1951-09-07,73,Above 70,2021-11-16,,Production Technician II,Danielle Rangel,jadon.mata@bilearner.com,BPC,Active,Part-Time,Zone C,Temporary,Unknown,Production       ,Field Operations,MA,Driller,Female,Hispanic,Single,Fully Meets,2
2867,Gillian,Hawkins,1994-06-15,30,Ages 20-35,2019-02-25,,Production Technician II,Matthew Payne,gillian.hawkins@bilearner.com,CCDR,Active,Part-Time,Zone A,Temporary,Unknown,Production       ,Technology / It,MA,Manager,Female,White,Single,Fully Meets,2
2868,Lisa,Griffin,1946-05-25,79,Above 70,2022-07-01,,Production Technician I,Christopher Clark,lisa.griffin@bilearner.com,TNS,Active,Full-Time,Zone A,Temporary,Unknown,Production       ,Executive,MA,Vp,Male,Black,Married,Fully Meets,5
2869,Nelson,Carpenter,1943-03-22,82,Above 70,2022-12-17,,Production Technician I,Emily Williamson,nelson.carpenter@bilearner.com,PYZ,Active,Contract,Zone A,Full-Time,Unknown,Production       ,Aerial,MA,Lineman,Male,Black,Widowed,Fully Meets,2
2870,Sanai,Sweeney,1950-09-08,74,Above 70,2023-07-26,2023-07-31,Production Technician I,David Mccormick,sanai.sweeney@bilearner.com,WBL,Active,Part-Time,Zone B,Part-Time,Retirement,Production       ,Sales & Marketing,MA,Vp,Male,Black,Married,Fully Meets,4
2871,Tania,Taylor,1953-04-27,72,Above 70,2022-03-11,2022-08-02,Production Technician I,Christina Smith,tania.taylor@bilearner.com,NEL,Active,Contract,Zone A,Part-Time,Resignation,Production       ,Catv,MA,Project Manager,Male,Hispanic,Divorced,Fully Meets,5
2872,Greta,Horne,1967-12-03,57,Ages 56-70,2020-06-29,2021-05-20,Production Technician I,Steven Myers,greta.horne@bilearner.com,PL,Active,Contract,Zone B,Full-Time,Voluntary,Production       ,Wireline Construction,MA,Operator,Male,Hispanic,Married,Fully Meets,2
2873,Jordyn,Snyder,1998-09-12,26,Ages 20-35,2022-03-28,,Production Technician I,Scott Brown,jordyn.snyder@bilearner.com,BPC,Active,Part-Time,Zone A,Full-Time,Unknown,Production       ,Field Operations,MA,Supervisor,Male,Hispanic,Divorced,Fully Meets,4
2874,Alex,Collins,1953-12-12,71,Above 70,2022-02-14,,Production Technician I,Tracy Scott,alex.collins@bilearner.com,CCDR,Active,Part-Time,Zone A,Full-Time,Unknown,Production       ,Fielders,MA,Engineer,Male,White,Divorced,Fully Meets,1
2875,Harley,Walker,1981-06-03,44,Ages 36-55,2020-12-25,2021-09-13,Production Technician I,Wanda Murray,harley.walker@bilearner.com,SVG,Active,Full-Time,Zone C,Temporary,Involuntary,Production       ,General - Con,MA,Administrative,Female,Black,Divorced,Fully Meets,4
2876,Luka,Novak,1957-04-09,68,Ages 56-70,2023-04-27,,Production Technician I,Kim Berry,luka.novak@bilearner.com,EW,Active,Part-Time,Zone A,Temporary,Unknown,Production       ,Field Operations,MA,Warehouse Technician,Female,Asian,Divorced,Fully Meets,4
2877,Skylar,Riggs,1944-12-28,80,Above 70,2022-11-11,2022-12-07,Production Technician I,Emily Jennings,skylar.riggs@bilearner.com,MSC,Active,Contract,Zone B,Part-Time,Resignation,Production       ,Project Management - Con,MA,Manager,Female,Asian,Widowed,Fully Meets,2
2878,Shania,Barrera,1957-08-11,67,Ages 56-70,2021-05-04,2021-10-12,Production Technician I,Michael Hopkins,shania.barrera@bilearner.com,TNS,Active,Part-Time,Zone A,Part-Time,Resignation,Production       ,General - Sga,MA,Contracts,Male,Black,Married,Fully Meets,2
2879,Trystan,Fernandez,1962-11-15,62,Ages 56-70,2018-12-20,,Production Technician I,Cory Freeman,trystan.fernandez@bilearner.com,PYZ,Active,Full-Time,Zone A,Full-Time,Unknown,Production       ,Executive,MA,Vp,Male,Black,Married,Fully Meets,2
2880,Aimee,Berg,2000-08-21,24,Ages 20-35,2021-06-11,2022-12-03,Production Technician I,Rodney Grant,aimee.berg@bilearner.com,WBL,Active,Contract,Zone A,Temporary,Retirement,Production       ,General - Con,MA,Safety Manager,Female,Black,Single,Fully Meets,4
2881,Kyson,Scott,1956-04-22,69,Ages 56-70,2023-06-07,,Production Technician I,Marcus Lloyd,kyson.scott@bilearner.com,NEL,Active,Contract,Zone B,Full-Time,Unknown,Production       ,Field Operations,MA,Laborer,Male,Asian,Divorced,Fully Meets,4
2882,Lamar,Kirk,1978-11-29,46,Ages 36-55,2019-05-21,2020-01-05,Production Technician I,Peter Norton,lamar.kirk@bilearner.com,PL,Voluntarily Terminated,Part-Time,Zone B,Full-Time,Retirement,Production       ,Shop (Fleet),MA,Welder,Male,Asian,Widowed,Fully Meets,4
2883,Slade,Lynn,1960-07-02,64,Ages 56-70,2019-03-01,,Production Technician II,Ashley Pearson,slade.lynn@bilearner.com,CCDR,Active,Part-Time,Zone C,Full-Time,Unknown,Production       ,General - Con,MA,Operator,Male,Hispanic,Married,Fully Meets,4
2884,Riley,Leon,1979-09-14,45,Ages 36-55,2022-02-26,,Production Technician II,Larry Lewis,riley.leon@bilearner.com,SVG,Active,Part-Time,Zone A,Part-Time,Unknown,Production       ,Wireline Construction,MA,Technician,Male,Other,Married,Fully Meets,2
2885,Humberto,Yoder,1977-01-27,48,Ages 36-55,2022-04-14,2022-10-10,Production Technician II,Kelli Blair,humberto.yoder@bilearner.com,EW,Leave of Absence,Full-Time,Zone B,Part-Time,Voluntary,Production       ,Field Operations,MA,Groundman,Male,Asian,Single,Fully Meets,1
2886,Michelle,Pearson,1983-10-30,41,Ages 36-55,2020-08-06,,Production Technician II,Terry Bautista,michelle.pearson@bilearner.com,MSC,Active,Contract,Zone A,Temporary,Unknown,Production       ,Field Operations,MA,Supervisor,Male,Asian,Married,Fully Meets,2
2887,Natalya,Reyes,1987-04-27,38,Ages 36-55,2020-01-28,2022-02-15,Production Technician II,Dylan Allen,natalya.reyes@bilearner.com,TNS,Voluntarily Terminated,Full-Time,Zone A,Temporary,Voluntary,Production       ,Shop (Fleet),MA,Shop,Female,Black,Married,Fully Meets,5
2888,Celia,Mcpherson,1983-04-26,42,Ages 36-55,2021-04-17,2022-03-18,Production Technician II,Thomas Reed,celia.mcpherson@bilearner.com,PYZ,Future Start,Contract,Zone A,Temporary,Retirement,Production       ,Wireless,MA,Foreman,Female,White,Widowed,Fully Meets,5
2889,Matias,Barton,1988-10-25,36,Ages 36-55,2019-09-29,2023-06-28,Production Technician II,Brian Castillo,matias.barton@bilearner.com,WBL,Future Start,Part-Time,Zone A,Temporary,Resignation,Production       ,Fielders,MA,Engineer,Female,Hispanic,Single,Fully Meets,1
2890,Caitlyn,Vaughan,1988-07-20,36,Ages 36-55,2022-10-07,,Production Technician I,Christopher Ball,caitlyn.vaughan@bilearner.com,TNS,Active,Full-Time,Zone A,Full-Time,Unknown,Production       ,General - Sga,MA,Director,Male,Black,Single,Fully Meets,2
2891,Addyson,Pollard,1995-08-16,29,Ages 20-35,2021-08-11,2021-11-07,Production Technician I,Andrew Bass,addyson.pollard@bilearner.com,PYZ,Active,Contract,Zone A,Temporary,Resignation,Production       ,Wireline Construction,MA,Laborer,Male,Black,Widowed,Fully Meets,1
2892,Laila,Wiggins,1960-12-06,64,Ages 56-70,2021-04-10,2022-11-01,Production Technician I,Gregory Lee,laila.wiggins@bilearner.com,WBL,Active,Contract,Zone A,Full-Time,Resignation,Production       ,Catv,MA,Lineman,Male,Hispanic,Divorced,Fully Meets,2
2893,Terrance,Wiggins,1945-01-25,80,Above 70,2022-02-24,,Production Technician I,Tasha Porter,terrance.wiggins@bilearner.com,NEL,Active,Full-Time,Zone A,Temporary,Unknown,Production       ,Field Operations,MA,Foreman,Male,White,Divorced,Fully Meets,2
2894,Aliza,Pace,1949-07-22,75,Above 70,2022-07-01,,Production Technician I,Michael Jenkins,aliza.pace@bilearner.com,PL,Active,Part-Time,Zone B,Full-Time,Unknown,Production       ,Field Operations,MA,Foreman,Male,White,Single,Fully Meets,4
2895,Mauricio,Stein,1998-04-11,27,Ages 20-35,2023-04-04,2023-06-20,Production Technician I,Darlene Chambers,mauricio.stein@bilearner.com,BPC,Terminated for Cause,Full-Time,Zone A,Temporary,Voluntary,Production       ,Field Operations,MA,Top Hand,Male,Asian,Married,Fully Meets,2
2896,Gia,Winters,1979-11-28,45,Ages 36-55,2021-10-25,,Production Technician I,Stephanie Hill,gia.winters@bilearner.com,CCDR,Active,Full-Time,Zone B,Part-Time,Unknown,Production       ,Field Operations,MA,Laborer,Male,Other,Divorced,Fully Meets,4
2897,Aidyn,Cuevas,1963-06-10,62,Ages 56-70,2022-03-04,2023-07-02,Production Technician I,Melissa Young,aidyn.cuevas@bilearner.com,SVG,Active,Full-Time,Zone C,Part-Time,Voluntary,Production       ,Field Operations,MA,Mechanic,Female,Hispanic,Widowed,Fully Meets,4
2898,Angel,Santos,1987-01-09,38,Ages 36-55,2019-12-20,,Production Technician I,Kenneth Vaughn,angel.santos@bilearner.com,EW,Active,Contract,Zone A,Full-Time,Unknown,Production       ,Field Operations,MA,Coordinator,Female,Other,Single,Fully Meets,4
2899,Johnathan,Huerta,1992-04-29,33,Ages 20-35,2020-09-11,2022-03-31,Production Technician I,Mercedes Cervantes,johnathan.huerta@bilearner.com,MSC,Active,Part-Time,Zone B,Part-Time,Resignation,Production       ,Project Management - Con,MA,Coordinator,Male,Other,Single,Fully Meets,5
2900,Katelyn,Garner,1952-10-01,72,Above 70,2021-10-31,2023-07-12,Production Technician I,Christine Owens,katelyn.garner@bilearner.com,TNS,Active,Part-Time,Zone B,Temporary,Resignation,Production       ,General - Con,MA,Locator,Male,White,Widowed,Exceeds,2
2901,Deshawn,Ayers,1991-12-21,33,Ages 20-35,2018-10-21,2019-04-24,Production Technician I,Yesenia Hawkins,deshawn.ayers@bilearner.com,PYZ,Active,Part-Time,Zone A,Part-Time,Involuntary,Production       ,Wireline Construction,MA,Foreman,Female,White,Single,Fully Meets,4
2902,Siena,Meadows,1961-03-11,64,Ages 56-70,2021-01-07,,Production Technician I,Rebekah Jordan,siena.meadows@bilearner.com,WBL,Active,Part-Time,Zone B,Part-Time,Unknown,Production       ,Field Operations,MA,Laborer,Female,Black,Widowed,Fully Meets,1
2903,Presley,Padilla,1998-02-26,27,Ages 20-35,2023-02-09,2023-05-07,Production Technician I,Christine Johnson,presley.padilla@bilearner.com,NEL,Active,Part-Time,Zone A,Full-Time,Resignation,Production       ,Engineers,MA,Engineer,Male,Asian,Single,Needs Improvement,5
2904,Marquis,Atkinson,1946-10-05,78,Above 70,2020-02-15,2020-10-20,Production Technician I,William Livingston,marquis.atkinson@bilearner.com,PL,Voluntarily Terminated,Full-Time,Zone A,Part-Time,Retirement,Production       ,Project Management - Con,MA,Technician,Female,Other,Widowed,Exceeds,4
2905,Gillian,Williams,1973-12-05,51,Ages 36-55,2022-10-14,,Production Technician II,Stacy Schmidt,gillian.williams@bilearner.com,PL,Active,Full-Time,Zone C,Full-Time,Unknown,Production       ,Yard (Material Handling),MA,Warehouse,Male,Asian,Divorced,Fully Meets,1
2906,Anabel,Hanna,1979-02-11,46,Ages 36-55,2018-10-02,,Production Technician II,Anthony Mcguire,anabel.hanna@bilearner.com,PYZ,Active,Contract,Zone B,Part-Time,Unknown,Production       ,Field Operations,MA,Technician,Male,Asian,Divorced,Needs Improvement,5
2907,Celeste,Branch,1962-03-04,63,Ages 56-70,2020-06-22,,Production Technician II,Timothy Clark,celeste.branch@bilearner.com,SVG,Active,Full-Time,Zone C,Part-Time,Unknown,Production       ,Yard (Material Handling),MA,Supervisor,Male,White,Widowed,Needs Improvement,4
2908,Shyanne,Cooper,1980-04-06,45,Ages 36-55,2021-03-19,,Production Technician II,Katherine Banks,shyanne.cooper@bilearner.com,TNS,Active,Contract,Zone C,Temporary,Unknown,Production       ,Project Management - Con,MA,Coordinator,Male,Asian,Single,Exceeds,1
2909,Nancy,Barrett,1941-10-02,83,Above 70,2019-03-28,,Production Technician II,Michael Kim,nancy.barrett@bilearner.com,WBL,Active,Full-Time,Zone C,Part-Time,Unknown,Production       ,Field Operations,MA,Laborer,Female,Hispanic,Single,Needs Improvement,1
2910,Ronan,Burke,1946-01-10,79,Above 70,2022-05-01,,Production Technician II,Elizabeth Jones,ronan.burke@bilearner.com,BPC,Active,Part-Time,Zone A,Full-Time,Unknown,Production       ,Field Operations,MA,Laborer,Female,White,Divorced,Exceeds,1
2911,Estrella,Ho,1952-12-17,72,Above 70,2018-08-07,,Production Technician I,Kenneth Moore,estrella.ho@bilearner.com,TNS,Active,Part-Time,Zone A,Full-Time,Unknown,Production       ,Finance & Accounting,MA,Administrative,Male,Asian,Divorced,Exceeds,2
2912,Conor,Petty,1962-05-30,63,Ages 56-70,2022-05-01,,Production Technician I,William Nichols,conor.petty@bilearner.com,PYZ,Active,Full-Time,Zone C,Temporary,Unknown,Production       ,Project Management - Con,MA,Field Project Manager,Male,Black,Widowed,Needs Improvement,4
2913,Cheyanne,Munoz,1950-10-15,74,Above 70,2019-12-03,,Production Technician I,Jessica Brown,cheyanne.munoz@bilearner.com,WBL,Active,Full-Time,Zone B,Part-Time,Unknown,Production       ,Splicing,MA,Splicer,Male,Hispanic,Divorced,Needs Improvement,2
2914,Jaycee,Osborn,1972-12-02,52,Ages 36-55,2020-01-02,2023-08-03,Production Technician I,Thomas Frederick,jaycee.osborn@bilearner.com,NEL,Active,Full-Time,Zone C,Part-Time,Retirement,Production       ,Splicing,MA,Laborer,Male,Hispanic,Widowed,Exceeds,2
2915,Jordyn,Patel,1992-09-03,32,Ages 20-35,2022-04-30,2023-08-02,Production Technician I,James Smith,jordyn.patel@bilearner.com,PL,Terminated for Cause,Full-Time,Zone B,Part-Time,Involuntary,Production       ,Field Operations,MA,Technician,Male,Asian,Widowed,Exceeds,1
2916,Michael,Acosta,1953-01-27,72,Above 70,2020-07-04,2021-03-07,Production Technician I,Crystal Jones,michael.acosta@bilearner.com,BPC,Terminated for Cause,Part-Time,Zone C,Temporary,Resignation,Production       ,General - Sga,MA,Administrator,Male,White,Single,Needs Improvement,2
2917,Janiah,Ball,1991-12-25,33,Ages 20-35,2020-02-05,,Production Technician I,Amy Pearson,janiah.ball@bilearner.com,CCDR,Active,Contract,Zone A,Part-Time,Unknown,Production       ,Field Operations,MA,Technician,Male,Other,Widowed,Exceeds,4
2918,Brice,Medina,1979-05-08,46,Ages 36-55,2018-12-22,2022-07-21,Production Technician I,Emma Wilson,brice.medina@bilearner.com,SVG,Active,Part-Time,Zone B,Full-Time,Retirement,Production       ,Field Operations,MA,Lineman,Female,Black,Widowed,Exceeds,4
2919,Ismael,Bowers,1988-11-07,36,Ages 36-55,2019-04-21,,Production Technician I,Mark Adkins,ismael.bowers@bilearner.com,EW,Active,Full-Time,Zone A,Part-Time,Unknown,Production       ,Field Operations,MA,Administrative,Female,White,Single,Needs Improvement,5
2920,Caden,Silva,1959-02-11,66,Ages 56-70,2020-04-03,,Production Technician I,Gregory Palmer,caden.silva@bilearner.com,MSC,Active,Full-Time,Zone A,Part-Time,Unknown,Production       ,Field Operations,MA,Technician,Male,Hispanic,Single,Exceeds,5
2921,Yadira,Dean,1957-08-08,67,Ages 56-70,2018-09-22,2019-10-10,Production Technician I,Stephanie Perez,yadira.dean@bilearner.com,TNS,Active,Full-Time,Zone B,Part-Time,Retirement,Production       ,Aerial,MA,Lineman,Female,Asian,Divorced,Exceeds,2
2922,Miles,Roberts,1993-04-25,32,Ages 20-35,2022-10-14,2023-07-06,Production Technician I,Carolyn Campbell,miles.roberts@bilearner.com,BPC,Active,Part-Time,Zone B,Full-Time,Involuntary,Production       ,General - Con,MA,Laborer,Female,Other,Married,Exceeds,5
2923,Joel,Spence,1980-07-01,44,Ages 36-55,2022-02-12,2022-09-22,Production Technician I,Norma Parker,joel.spence@bilearner.com,CCDR,Active,Part-Time,Zone A,Part-Time,Voluntary,Production       ,Field Operations,MA,Technician,Female,White,Married,Needs Improvement,4
2924,Kole,Garrison,1979-05-15,46,Ages 36-55,2021-03-23,2023-07-20,Production Technician I,Anna Ashley,kole.garrison@bilearner.com,EW,Voluntarily Terminated,Contract,Zone B,Part-Time,Retirement,Production       ,Field Operations,MA,Foreman,Male,Asian,Married,Exceeds,5
2925,Kaylin,Andersen,1972-09-18,52,Ages 36-55,2018-08-30,2021-07-11,Production Technician II,Monica Jackson,kaylin.andersen@bilearner.com,CCDR,Active,Part-Time,Zone B,Temporary,Involuntary,Production       ,General - Sga,MA,Administrator,Male,Other,Divorced,Exceeds,4
2926,Yareli,Valdez,1999-12-08,25,Ages 20-35,2022-12-10,2023-07-02,Production Technician II,Sandy Jones,yareli.valdez@bilearner.com,SVG,Leave of Absence,Part-Time,Zone B,Temporary,Voluntary,Production       ,Field Operations,MA,Driver,Male,Black,Widowed,Needs Improvement,5
2927,Rubi,Sanford,1982-02-18,43,Ages 36-55,2023-02-04,2023-07-25,Production Technician II,Thomas Williams,rubi.sanford@bilearner.com,EW,Leave of Absence,Part-Time,Zone A,Part-Time,Voluntary,Production       ,General - Sga,MA,Supervisor,Male,Black,Divorced,Exceeds,1
2928,Jayden,Bolton,1972-04-12,53,Ages 36-55,2021-01-10,,Production Technician II,Jeffrey Garcia,jayden.bolton@bilearner.com,MSC,Active,Full-Time,Zone B,Part-Time,Unknown,Production       ,General - Con,MA,Lineman,Female,Hispanic,Divorced,Fully Meets,5
2929,Izabella,Watson,1986-06-05,39,Ages 36-55,2020-08-19,2021-11-14,Production Technician II,Richard Reynolds,izabella.watson@bilearner.com,TNS,Voluntarily Terminated,Full-Time,Zone B,Temporary,Voluntary,Production       ,Field Operations,MA,Laborer,Female,White,Widowed,Needs Improvement,2
